#TE	Order	Superfamily	Clade	Complete	Strand	Domains
scaffold_42_(dbseq-nr_41)_[1436892,1443198]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_42_(dbseq-nr_41)_[1475547,1481149]	LTR	Gypsy	17_6	no	-	RNaseH|17_6
scaffold_42_(dbseq-nr_41)_[1481154,1489609]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_42_(dbseq-nr_41)_[1496421,1501134]	LTR	Gypsy	v_clade	no	+	GAG|v_clade AP|v_clade
scaffold_42_(dbseq-nr_41)_[1507393,1513613]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_42_(dbseq-nr_41)_[1565287,1572211]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_42_(dbseq-nr_41)_[25338,30047]	LTR	Gypsy	v_clade	no	+	GAG|v_clade AP|v_clade
scaffold_42_(dbseq-nr_41)_[259272,266287]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|osvaldo INT|tat
scaffold_42_(dbseq-nr_41)_[306027,311838]	LTR	Copia	sire	no	+	AP|copia INT|tork RT|sire RNaseH|sire
scaffold_42_(dbseq-nr_41)_[33838,38732]	LTR	Gypsy	v_clade	no	-	GAG|v_clade AP|v_clade
scaffold_42_(dbseq-nr_41)_[42672,49520]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|1731 RT|tork RNaseH|sire
scaffold_42_(dbseq-nr_41)_[429593,439834]	LTR	Copia	sire	no	-	INT|tork RT|sire RNaseH|sire
scaffold_42_(dbseq-nr_41)_[57759,64019]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|retrofit RT|tork RNaseH|sire
scaffold_42_(dbseq-nr_41)_[691089,697141]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_42_(dbseq-nr_41)_[703987,706720]	Unknown	unknown	all	unknown	+	CHR|all
scaffold_42_(dbseq-nr_41)_[707502,713367]	LTR	Gypsy	v_clade	no	+	AP|del RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_42_(dbseq-nr_41)_[714598,719354]	LTR	Gypsy	v_clade	no	-	GAG|v_clade AP|v_clade
scaffold_42_(dbseq-nr_41)_[731201,736390]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|pyret INT|v_clade
scaffold_42_(dbseq-nr_41)_[752235,759152]	LTR	Copia	tork	no	-	AP|ty1/copia INT|tork RT|tork RNaseH|sire
scaffold_42_(dbseq-nr_41)_[759924,766484]	LTR	Gypsy	mixture	no	+	AP|tat RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_42_(dbseq-nr_41)_[766505,773244]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_42_(dbseq-nr_41)_[7793,14323]	LTR	Copia	copia	no	+	AP|ty1/copia INT|retrofit RT|copia RNaseH|copia
scaffold_42_(dbseq-nr_41)_[780318,788747]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_42_(dbseq-nr_41)_[794480,800649]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|gypsy INT|gmr1
scaffold_43_(dbseq-nr_42)_[1020739,1032376]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|retrofit RT|tork RNaseH|sire
scaffold_43_(dbseq-nr_42)_[1039716,1046768]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_43_(dbseq-nr_42)_[1067911,1075849]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|oryco RT|tork RNaseH|copia
scaffold_43_(dbseq-nr_42)_[1113464,1119984]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|retrofit RT|copia RNaseH|sire
scaffold_43_(dbseq-nr_42)_[1165920,1172386]	LTR	Copia	copia	no	+	AP|ty1/copia INT|retrofit RT|copia RNaseH|copia
scaffold_43_(dbseq-nr_42)_[1275602,1285318]	LTR	Gypsy	v_clade	no	+	INT|v_clade
scaffold_43_(dbseq-nr_42)_[1387478,1399314]	LTR	Gypsy	v_clade	no	?	CHR|all AP|pyret GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_43_(dbseq-nr_42)_[1558657,1565064]	LTR	Copia	tork	no	+	AP|ty1/copia INT|tork RT|tork RNaseH|tork
scaffold_43_(dbseq-nr_42)_[350817,357123]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|retrofit RT|copia RNaseH|codi_d
scaffold_43_(dbseq-nr_42)_[373106,379641]	LTR	Copia	copia	no	-	AP|ty1/copia INT|tork RT|copia RNaseH|copia
scaffold_43_(dbseq-nr_42)_[477152,482737]	LTR	mixture	mixture	unknown	?	GAG|v_clade RNaseH|copia RT|pseudovirus
scaffold_43_(dbseq-nr_42)_[492940,505849]	LTR	Copia	ty1/copia	no	-	AP|ty1/copia
scaffold_43_(dbseq-nr_42)_[624918,631103]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|retrofit RT|1731 RNaseH|sire
scaffold_43_(dbseq-nr_42)_[636400,643341]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_43_(dbseq-nr_42)_[822295,828461]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|retrofit RT|sire RNaseH|tork
scaffold_43_(dbseq-nr_42)_[931208,937655]	LTR	Copia	tork	no	+	AP|ty1/copia INT|tork RT|tork RNaseH|sire
scaffold_43_(dbseq-nr_42)_[968219,976276]	LTR	Copia	mixture	no	+	RT|sire RNaseH|tork
scaffold_43_(dbseq-nr_42)_[992182,1005712]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|17_6 INT|gmr1
scaffold_44_(dbseq-nr_43)_[151982,164428]	LTR	Copia	tork	no	+	AP|retrofit INT|tork RT|tork RNaseH|copia
scaffold_44_(dbseq-nr_43)_[1525696,1532207]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|pyret INT|v_clade
scaffold_44_(dbseq-nr_43)_[33046,39742]	LTR	Gypsy	17_6	no	-	RNaseH|17_6
scaffold_44_(dbseq-nr_43)_[40963,49249]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_44_(dbseq-nr_43)_[485912,491022]	LTR	Copia	sire	no	-	AP|ty1/copia INT|tork RT|sire RNaseH|sire
scaffold_44_(dbseq-nr_43)_[533690,539181]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|retrofit RT|sire RNaseH|tork
scaffold_44_(dbseq-nr_43)_[685769,691524]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|retrofit RT|pCretro RNaseH|codi_d
scaffold_44_(dbseq-nr_43)_[786140,793330]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_44_(dbseq-nr_43)_[802360,804274]	mixture	mixture	mixture	unknown	+	INT|v_clade CHR|all
scaffold_44_(dbseq-nr_43)_[815,9480]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_44_(dbseq-nr_43)_[98481,105497]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_45_(dbseq-nr_44)_[1249958,1257806]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_45_(dbseq-nr_44)_[1270698,1284132]	LTR	Gypsy	v_clade	no	-	GAG|v_clade AP|v_clade
scaffold_45_(dbseq-nr_44)_[1346859,1351287]	LTR	Copia	copia	no	+	AP|ty1/copia INT|copia RNaseH|copia
scaffold_45_(dbseq-nr_44)_[515432,521597]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|retrofit RT|sire RNaseH|tork
scaffold_45_(dbseq-nr_44)_[641600,649511]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_45_(dbseq-nr_44)_[649517,657091]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_46_(dbseq-nr_45)_[588651,594838]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|retrofit RT|tork RNaseH|sire
scaffold_46_(dbseq-nr_45)_[637141,644978]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_46_(dbseq-nr_45)_[804970,809563]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_46_(dbseq-nr_45)_[996177,1000992]	LTR	Gypsy	v_clade	no	+	GAG|v_clade AP|v_clade
scaffold_47_(dbseq-nr_46)_[1142899,1151098]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_47_(dbseq-nr_46)_[223075,237357]	LTR	Gypsy	v_clade	no	?	CHR|all INT|v_clade RT|v_clade GAG|v_clade AP|caulimovirus RNaseH|v_clade
scaffold_47_(dbseq-nr_46)_[352719,359439]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_47_(dbseq-nr_46)_[361385,366221]	LTR	Gypsy	v_clade	no	+	GAG|v_clade AP|v_clade
scaffold_47_(dbseq-nr_46)_[368735,374078]	LTR	Copia	copia	no	-	AP|pseudovirus INT|tork RT|copia RNaseH|copia
scaffold_47_(dbseq-nr_46)_[377793,384075]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_47_(dbseq-nr_46)_[406116,410747]	LTR	Gypsy	v_clade	no	-	GAG|v_clade AP|v_clade
scaffold_47_(dbseq-nr_46)_[422923,430183]	Unknown	unknown	all	unknown	-	CHR|all
scaffold_47_(dbseq-nr_46)_[739239,747144]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_47_(dbseq-nr_46)_[954371,960117]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|retrofit RT|tork RNaseH|copia
scaffold_47_(dbseq-nr_46)_[960394,964225]	LTR	Copia	mixture	no	-	INT|1731 RT|tork RNaseH|pseudovirus
scaffold_48_(dbseq-nr_47)_[102514,107394]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_48_(dbseq-nr_47)_[147600,156163]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_48_(dbseq-nr_47)_[23150,28157]	LTR	Gypsy	v_clade	no	+	GAG|v_clade
scaffold_48_(dbseq-nr_47)_[235840,248771]	LTR	Copia	mixture	no	-	AP|pseudovirus INT|retrofit RNaseH|sire
scaffold_48_(dbseq-nr_47)_[254433,265699]	LTR	Copia	codi_d	no	-	RNaseH|codi_d
scaffold_48_(dbseq-nr_47)_[265733,270460]	LTR	Gypsy	v_clade	no	-	AP|v_clade RT|galadriel INT|v_clade
scaffold_48_(dbseq-nr_47)_[319899,333227]	LTR	Gypsy	v_clade	no	?	CHR|all INT|v_clade RT|v_clade AP|v_clade GAG|v_clade RNaseH|v_clade
scaffold_48_(dbseq-nr_47)_[49676,57574]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_48_(dbseq-nr_47)_[83049,88501]	LTR	Copia	tork	no	-	AP|tork INT|retrofit RT|tork RNaseH|sire
scaffold_48_(dbseq-nr_47)_[927103,934953]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_48_(dbseq-nr_47)_[94103,98915]	LTR	Gypsy	v_clade	no	+	GAG|v_clade AP|v_clade
scaffold_49_(dbseq-nr_48)_[101753,108807]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_49_(dbseq-nr_48)_[1018414,1024296]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|tork RT|1731 RNaseH|sire
scaffold_49_(dbseq-nr_48)_[1114770,1120937]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|retrofit RT|sire RNaseH|tork
scaffold_49_(dbseq-nr_48)_[114054,122152]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_49_(dbseq-nr_48)_[1143763,1149649]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_49_(dbseq-nr_48)_[1166838,1173164]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_49_(dbseq-nr_48)_[123282,130009]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_49_(dbseq-nr_48)_[143363,151422]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_49_(dbseq-nr_48)_[466171,472632]	LTR	Copia	sire	no	-	AP|pseudovirus INT|tork RT|sire RNaseH|sire
scaffold_49_(dbseq-nr_48)_[7,7847]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_49_(dbseq-nr_48)_[706003,718508]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all AP|ty1/copia
scaffold_49_(dbseq-nr_48)_[829060,835515]	LTR	Copia	tork	no	+	AP|ty1/copia INT|tork RT|tork RNaseH|copia
scaffold_4_(dbseq-nr_3)_[1218363,1229251]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_4_(dbseq-nr_3)_[1232558,1243252]	LTR	Gypsy	v_clade	no	?	INT|v_clade RNaseH|v_clade RT|v_clade AP|ty1/copia
scaffold_4_(dbseq-nr_3)_[1258942,1264201]	LTR	Copia	tork	no	+	AP|retrofit INT|tork RT|tork RNaseH|copia
scaffold_4_(dbseq-nr_3)_[1351849,1357579]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|retrofit RT|tork RNaseH|copia
scaffold_4_(dbseq-nr_3)_[1446830,1452657]	LTR	Gypsy	v_clade	no	-	AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_4_(dbseq-nr_3)_[1465060,1470778]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|oryco RT|copia RNaseH|sire
scaffold_4_(dbseq-nr_3)_[1491270,1497116]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|retrofit RT|tork RNaseH|copia
scaffold_4_(dbseq-nr_3)_[1550785,1556962]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|retrofit RT|sire RNaseH|tork
scaffold_4_(dbseq-nr_3)_[1567872,1573274]	LTR	Copia	copia	no	-	AP|retrofit INT|tork RT|copia RNaseH|copia
scaffold_4_(dbseq-nr_3)_[1599104,1604478]	LTR	Copia	tork	no	+	AP|ty1/copia INT|oryco RT|tork RNaseH|tork
scaffold_4_(dbseq-nr_3)_[1604504,1610937]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|retrofit RT|tork RNaseH|sire
scaffold_4_(dbseq-nr_3)_[1611634,1617447]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|retrofit RT|tork RNaseH|copia
scaffold_4_(dbseq-nr_3)_[16242,21601]	LTR	Copia	copia	no	-	AP|ty1/copia INT|copia RT|tork RNaseH|copia
scaffold_4_(dbseq-nr_3)_[1634991,1641481]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|retrofit RT|copia RNaseH|sire
scaffold_4_(dbseq-nr_3)_[1642923,1650243]	LTR	Gypsy	v_clade	no	-	RNaseH|v_clade
scaffold_4_(dbseq-nr_3)_[1696281,1704662]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_4_(dbseq-nr_3)_[1726093,1733633]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_4_(dbseq-nr_3)_[1741842,1747136]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_4_(dbseq-nr_3)_[1777064,1784724]	LTR	Gypsy	mixture	no	+	AP|17_6 RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_4_(dbseq-nr_3)_[2002702,2008558]	LTR	Copia	sire	no	+	AP|ty1/copia INT|sire RT|tork RNaseH|sire
scaffold_4_(dbseq-nr_3)_[2062389,2069829]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_4_(dbseq-nr_3)_[2073096,2079952]	mixture	mixture	mixture	unknown	-	AP|cog5550 RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_4_(dbseq-nr_3)_[2103385,2110831]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|del RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_4_(dbseq-nr_3)_[2110844,2116768]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|del INT|gmr1
scaffold_4_(dbseq-nr_3)_[2125668,2131976]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_4_(dbseq-nr_3)_[2142521,2150656]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_4_(dbseq-nr_3)_[2216171,2219816]	LTR	Copia	ty1/copia	no	+	AP|ty1/copia
scaffold_4_(dbseq-nr_3)_[2855760,2861107]	LTR	Copia	copia	no	-	AP|pseudovirus INT|tork RT|copia RNaseH|copia
scaffold_4_(dbseq-nr_3)_[3441170,3446329]	LTR	Copia	tork	no	-	AP|retrofit INT|tork RT|copia RNaseH|tork
scaffold_4_(dbseq-nr_3)_[3536266,3544370]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_4_(dbseq-nr_3)_[3621247,3626780]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|17_6
scaffold_4_(dbseq-nr_3)_[3710787,3723312]	LTR	mixture	mixture	unknown	+	RT|reina RNaseH|del AP|ty1/copia INT|tork
scaffold_4_(dbseq-nr_3)_[3767095,3774738]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_4_(dbseq-nr_3)_[3777875,3782736]	LTR	Copia	tork	no	-	AP|tork INT|tork RT|tork RNaseH|copia
scaffold_4_(dbseq-nr_3)_[4014241,4019956]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|retrofit RT|tork RNaseH|copia
scaffold_4_(dbseq-nr_3)_[4360906,4366620]	LTR	Copia	sire	no	+	INT|tork RT|sire RNaseH|sire
scaffold_4_(dbseq-nr_3)_[443669,450329]	LTR	Copia	tork	no	+	AP|ty1/copia INT|tork RT|tork RNaseH|copia
scaffold_4_(dbseq-nr_3)_[459105,464763]	LTR	Copia	tork	no	-	AP|tork INT|tork RT|copia RNaseH|sire
scaffold_4_(dbseq-nr_3)_[5011424,5017248]	LTR	Copia	sire	no	+	AP|copia INT|tork RT|sire RNaseH|sire
scaffold_4_(dbseq-nr_3)_[5264323,5269575]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|oryco RT|tork RNaseH|copia
scaffold_4_(dbseq-nr_3)_[5414838,5422689]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_4_(dbseq-nr_3)_[5623417,5630436]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_4_(dbseq-nr_3)_[722494,736204]	LTR	Copia	copia	no	+	RT|copia RNaseH|copia
scaffold_4_(dbseq-nr_3)_[991737,998198]	LTR	Copia	mixture	no	-	AP|retrofit INT|copia RT|tork RNaseH|sire
scaffold_50_(dbseq-nr_49)_[1003330,1010340]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_50_(dbseq-nr_49)_[1022904,1028073]	LTR	Copia	tork	no	+	AP|retrofit INT|tork RT|copia RNaseH|tork
scaffold_50_(dbseq-nr_49)_[1125731,1130048]	LTR	Gypsy	v_clade	no	+	GAG|v_clade AP|v_clade
scaffold_50_(dbseq-nr_49)_[121720,128009]	LTR	Gypsy	v_clade	no	+	AP|del RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_50_(dbseq-nr_49)_[1340303,1348249]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_50_(dbseq-nr_49)_[1357149,1363445]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_50_(dbseq-nr_49)_[149033,153916]	LTR	Copia	tork	no	+	AP|pseudovirus INT|tork RT|tork RNaseH|sire
scaffold_50_(dbseq-nr_49)_[160245,165535]	LTR	Copia	copia	no	+	AP|ty1/copia INT|tork RT|copia RNaseH|copia
scaffold_50_(dbseq-nr_49)_[200564,204557]	LTR	Gypsy	v_clade	no	-	RT|v_clade
scaffold_50_(dbseq-nr_49)_[209424,217416]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_50_(dbseq-nr_49)_[282934,289072]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_50_(dbseq-nr_49)_[465067,471128]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|retrofit RT|1731 RNaseH|sire
scaffold_50_(dbseq-nr_49)_[472376,480854]	LTR	Copia	tork	no	+	INT|tork RT|tork RNaseH|copia
scaffold_50_(dbseq-nr_49)_[512150,515560]	LTR	Copia	mixture	no	+	AP|ty1/copia RNaseH|codi_d
scaffold_50_(dbseq-nr_49)_[518371,521079]	LTR	Gypsy	v_clade	no	+	RNaseH|v_clade
scaffold_50_(dbseq-nr_49)_[560091,565341]	LTR	Copia	tork	no	-	AP|ty1/copia INT|tork RT|tork RNaseH|copia
scaffold_50_(dbseq-nr_49)_[587395,596092]	LTR	Gypsy	v_clade	no	-	RNaseH|v_clade INT|v_clade CHR|retroelement RT|reina
scaffold_50_(dbseq-nr_49)_[650475,656805]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_50_(dbseq-nr_49)_[681304,686639]	LTR	Copia	copia	no	+	INT|tork RT|copia RNaseH|copia
scaffold_50_(dbseq-nr_49)_[709478,715774]	LTR	Copia	copia	no	+	AP|ty1/copia INT|retrofit RT|copia RNaseH|copia
scaffold_50_(dbseq-nr_49)_[716597,721573]	LTR	Copia	mixture	no	+	INT|retrofit RT|pseudovirus RNaseH|codi_d
scaffold_50_(dbseq-nr_49)_[805418,808000]	LTR	Gypsy	v_clade	no	+	RT|v_clade
scaffold_50_(dbseq-nr_49)_[815348,825375]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|tork
scaffold_50_(dbseq-nr_49)_[868541,873853]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|tork RT|sire RNaseH|copia
scaffold_50_(dbseq-nr_49)_[887360,895099]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_50_(dbseq-nr_49)_[898535,903690]	LTR	Copia	mixture	no	-	INT|tork RT|copia RNaseH|sire
scaffold_50_(dbseq-nr_49)_[950796,957320]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|pyret INT|v_clade
scaffold_50_(dbseq-nr_49)_[977412,986075]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|osvaldo
scaffold_50_(dbseq-nr_49)_[994143,1002803]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_51_(dbseq-nr_50)_[1004829,1011080]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|retrofit RT|copia RNaseH|codi_d
scaffold_51_(dbseq-nr_50)_[1162339,1168906]	LTR	Copia	mixture	no	+	AP|pseudovirus INT|oryco RT|tork RNaseH|copia
scaffold_51_(dbseq-nr_50)_[1170733,1177998]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_51_(dbseq-nr_50)_[55415,62209]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_51_(dbseq-nr_50)_[587618,593802]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_51_(dbseq-nr_50)_[599043,604490]	LTR	Copia	copia	no	-	AP|retrofit INT|tork RT|copia RNaseH|copia
scaffold_51_(dbseq-nr_50)_[623051,630549]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_51_(dbseq-nr_50)_[77628,83086]	LTR	Copia	copia	no	-	AP|retrofit INT|tork RT|copia RNaseH|copia
scaffold_51_(dbseq-nr_50)_[975090,981287]	LTR	Copia	mixture	no	-	AP|retrofit INT|oryco RT|pCretro RNaseH|codi_d
scaffold_52_(dbseq-nr_51)_[1009224,1016381]	LTR	mixture	mixture	unknown	-	INT|oryco RT|v_clade
scaffold_52_(dbseq-nr_51)_[1028383,1033792]	LTR	Copia	tork	no	+	AP|ty1/copia INT|oryco RT|tork RNaseH|tork
scaffold_52_(dbseq-nr_51)_[1034404,1040152]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|retrofit RT|pseudovirus RNaseH|tork
scaffold_52_(dbseq-nr_51)_[1074911,1080466]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|pyret INT|v_clade
scaffold_52_(dbseq-nr_51)_[1298188,1303789]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|oryco RT|pCretro RNaseH|copia
scaffold_52_(dbseq-nr_51)_[1304120,1310696]	LTR	Copia	sire	no	+	AP|ty1/copia INT|tork RT|sire RNaseH|sire
scaffold_52_(dbseq-nr_51)_[1310898,1315338]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|tork RT|sire
scaffold_52_(dbseq-nr_51)_[131877,137308]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|tork RT|pseudovirus RNaseH|sire
scaffold_52_(dbseq-nr_51)_[1325132,1333428]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_52_(dbseq-nr_51)_[438873,446342]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_52_(dbseq-nr_51)_[468225,473527]	LTR	Copia	tork	no	+	AP|retrofit INT|tork RT|tork RNaseH|copia
scaffold_52_(dbseq-nr_51)_[485903,495536]	LTR	Copia	tork	no	-	AP|ty1/copia INT|retrofit RT|tork RNaseH|tork
scaffold_52_(dbseq-nr_51)_[548907,552096]	LTR	Copia	ty1/copia	no	-	AP|ty1/copia
scaffold_52_(dbseq-nr_51)_[647429,654253]	LTR	Gypsy	cer2-3	no	+	RNaseH|cer2-3
scaffold_52_(dbseq-nr_51)_[768961,775377]	LTR	Copia	retrofit	no	+	AP|retrofit INT|retrofit RT|tork RNaseH|tork
scaffold_52_(dbseq-nr_51)_[805343,812337]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_52_(dbseq-nr_51)_[812340,819199]	mixture	mixture	mixture	unknown	+	AP|cog5550 RT|reina RNaseH|cer2-3 INT|gmr1
