#TE	Order	Superfamily	Clade	Complete	Strand	Domains
scaffold_356_(dbseq-nr_355)_[31487,39245]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|del INT|tat
scaffold_357_(dbseq-nr_356)_[31434,38986]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_35_(dbseq-nr_34)_[1164705,1172661]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|17_6 INT|gmr1
scaffold_35_(dbseq-nr_34)_[1411965,1418319]	LTR	Copia	copia	no	-	AP|ty1/copia INT|tork RT|copia RNaseH|copia
scaffold_35_(dbseq-nr_34)_[170762,177096]	LTR	Copia	copia	no	-	AP|ty1/copia INT|tork RT|copia RNaseH|copia
scaffold_35_(dbseq-nr_34)_[497717,504703]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_35_(dbseq-nr_34)_[508056,516165]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_35_(dbseq-nr_34)_[531142,538156]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_35_(dbseq-nr_34)_[538212,545239]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|bel RT|v_clade RNaseH|pyret INT|v_clade
scaffold_35_(dbseq-nr_34)_[684897,691257]	LTR	Copia	copia	no	+	AP|ty1/copia INT|tork RT|copia RNaseH|copia
scaffold_35_(dbseq-nr_34)_[765935,771115]	LTR	Copia	tork	no	-	AP|ty1/copia INT|tork RT|tork RNaseH|copia
scaffold_361_(dbseq-nr_360)_[17680,26861]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|17_6 INT|gmr1
scaffold_361_(dbseq-nr_360)_[26866,33896]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_361_(dbseq-nr_360)_[6,7663]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_361_(dbseq-nr_360)_[8635,17676]	LTR	Gypsy	mixture	no	+	AP|athila RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_362_(dbseq-nr_361)_[6113,12221]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_364_(dbseq-nr_363)_[24128,35462]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|17_6 INT|gmr1
scaffold_364_(dbseq-nr_363)_[982,8495]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_369_(dbseq-nr_368)_[18805,25811]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_369_(dbseq-nr_368)_[796,8808]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_369_(dbseq-nr_368)_[9107,18600]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|17_6 INT|gmr1
scaffold_36_(dbseq-nr_35)_[1314351,1320049]	LTR	Copia	tork	no	+	INT|tork
scaffold_36_(dbseq-nr_35)_[1337630,1343874]	LTR	Copia	sire	no	+	AP|ty1/copia INT|tork RT|sire RNaseH|sire
scaffold_36_(dbseq-nr_35)_[1389425,1394575]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_36_(dbseq-nr_35)_[1400592,1409879]	LTR	Gypsy	mixture	no	+	AP|athila RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_36_(dbseq-nr_35)_[242616,248997]	LTR	Copia	copia	no	-	AP|ty1/copia INT|tork RT|copia RNaseH|copia
scaffold_36_(dbseq-nr_35)_[489505,497563]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_36_(dbseq-nr_35)_[497564,504567]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_36_(dbseq-nr_35)_[6,7291]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|del INT|tat
scaffold_36_(dbseq-nr_35)_[631278,637838]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|tork RT|oryco RNaseH|sire
scaffold_36_(dbseq-nr_35)_[639388,645764]	LTR	Copia	copia	no	-	AP|ty1/copia INT|tork RT|copia RNaseH|copia
scaffold_36_(dbseq-nr_35)_[7301,12355]	LTR	Gypsy	v_clade	no	+	GAG|v_clade AP|maggy INT|v_clade CHR|all
scaffold_36_(dbseq-nr_35)_[758824,764627]	LTR	Copia	tork	no	-	AP|tork INT|tork RT|tork RNaseH|copia
scaffold_36_(dbseq-nr_35)_[938748,950821]	LTR	Copia	retrofit	no	-	RNaseH|retrofit
scaffold_371_(dbseq-nr_370)_[19634,28749]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|17_6 INT|gmr1
scaffold_371_(dbseq-nr_370)_[2642,10632]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_372_(dbseq-nr_371)_[12380,18523]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_375_(dbseq-nr_374)_[18965,34914]	LTR	Copia	sire	no	-	RT|sire RNaseH|sire AP|ty1/copia INT|retrofit
scaffold_376_(dbseq-nr_375)_[1725,11094]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_376_(dbseq-nr_375)_[28517,35514]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|bel RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_377_(dbseq-nr_376)_[2271,16916]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_377_(dbseq-nr_376)_[23537,30557]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_377_(dbseq-nr_376)_[30601,35150]	LTR	Gypsy	v_clade	no	-	GAG|v_clade AP|bel INT|v_clade
scaffold_379_(dbseq-nr_378)_[20388,27547]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_37_(dbseq-nr_36)_[1261512,1266580]	LTR	Gypsy	v_clade	no	-	GAG|v_clade AP|v_clade INT|v_clade CHR|all
scaffold_37_(dbseq-nr_36)_[13543,19763]	LTR	Copia	sire	no	-	AP|ty1/copia INT|copia RT|sire RNaseH|sire
scaffold_37_(dbseq-nr_36)_[1366111,1372158]	LTR	Copia	retrofit	no	-	AP|retrofit INT|retrofit RT|tork RNaseH|copia
scaffold_37_(dbseq-nr_36)_[175614,181808]	LTR	Copia	sire	no	+	AP|ty1/copia INT|copia RT|sire RNaseH|sire
scaffold_37_(dbseq-nr_36)_[22361,29153]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_37_(dbseq-nr_36)_[33525,40662]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|del INT|gmr1
scaffold_37_(dbseq-nr_36)_[393005,398880]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|retrofit RT|1731 RNaseH|copia
scaffold_37_(dbseq-nr_36)_[422899,428948]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|retrofit RT|1731 RNaseH|copia
scaffold_37_(dbseq-nr_36)_[55056,62069]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_37_(dbseq-nr_36)_[62075,69216]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_37_(dbseq-nr_36)_[677468,685612]	LTR	mixture	mixture	unknown	?	RT|reina RNaseH|codi_d
scaffold_37_(dbseq-nr_36)_[724727,730713]	LTR	Gypsy	v_clade	no	-	AP|del RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_37_(dbseq-nr_36)_[919034,929267]	LTR	Gypsy	v_clade	no	?	CHR|retroelement INT|v_clade RNaseH|v_clade GAG|v_clade
scaffold_37_(dbseq-nr_36)_[931198,936827]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_37_(dbseq-nr_36)_[959009,964936]	LTR	Gypsy	v_clade	no	-	GAG|v_clade INT|v_clade CHR|all
scaffold_380_(dbseq-nr_379)_[12922,20066]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_380_(dbseq-nr_379)_[20077,28948]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_380_(dbseq-nr_379)_[3833,12797]	LTR	Gypsy	mixture	no	-	AP|athila RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_381_(dbseq-nr_380)_[16027,24658]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_381_(dbseq-nr_380)_[24695,31709]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_381_(dbseq-nr_380)_[9614,16021]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|del INT|tat
scaffold_382_(dbseq-nr_381)_[1086,8376]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_382_(dbseq-nr_381)_[18437,25454]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_382_(dbseq-nr_381)_[25458,33615]	mixture	mixture	mixture	unknown	+	AP|cog5550 RT|reina RNaseH|cer2-3 INT|tat
scaffold_383_(dbseq-nr_382)_[17365,22716]	LTR	Copia	tork	no	+	AP|ty1/copia INT|tork RT|tork RNaseH|copia
scaffold_385_(dbseq-nr_384)_[11124,18187]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_385_(dbseq-nr_384)_[25919,32841]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|bel RT|v_clade RNaseH|pyret INT|v_clade
scaffold_387_(dbseq-nr_386)_[26545,32856]	LTR	Copia	copia	no	+	AP|ty1/copia INT|tork RT|copia RNaseH|copia
scaffold_388_(dbseq-nr_387)_[18591,24948]	LTR	Copia	copia	no	+	AP|ty1/copia INT|tork RT|copia RNaseH|copia
scaffold_38_(dbseq-nr_37)_[41354,49062]	LTR	Copia	retrofit	no	-	AP|retrofit INT|retrofit RT|tork RNaseH|sire
scaffold_38_(dbseq-nr_37)_[546492,552822]	LTR	Copia	mixture	yes	-	GAG|1731 AP|ty1/copia INT|retrofit RT|copia RNaseH|sire
scaffold_38_(dbseq-nr_37)_[5922,14083]	mixture	mixture	mixture	unknown	+	AP|cog5550 RT|reina RNaseH|cer2-3 INT|tat
scaffold_391_(dbseq-nr_390)_[21499,25878]	LTR	Copia	codi_d	no	-	RNaseH|codi_d
scaffold_392_(dbseq-nr_391)_[3376,8594]	LTR	Copia	pseudovirus	no	+	AP|pseudovirus INT|sire RT|tork RNaseH|pseudovirus
scaffold_393_(dbseq-nr_392)_[23911,30527]	LTR	Gypsy	v_clade	no	-	GAG|pyret RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_394_(dbseq-nr_393)_[1016,8729]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_394_(dbseq-nr_393)_[17884,24095]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|del INT|tat
scaffold_394_(dbseq-nr_393)_[24128,31294]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_394_(dbseq-nr_393)_[9089,16095]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_396_(dbseq-nr_395)_[2924,12859]	LTR	Gypsy	mixture	no	-	INT|gmr1 RT|reina RNaseH|17_6
scaffold_398_(dbseq-nr_397)_[1251,8768]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|del INT|tat
scaffold_398_(dbseq-nr_397)_[19590,25698]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_399_(dbseq-nr_398)_[12509,21692]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|17_6 INT|gmr1
scaffold_399_(dbseq-nr_398)_[1786,8778]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_39_(dbseq-nr_38)_[1009688,1016693]	LTR	Gypsy	mixture	no	-	RT|del RNaseH|TF
scaffold_39_(dbseq-nr_38)_[1357259,1366262]	LTR	Gypsy	mixture	no	+	AP|athila RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_39_(dbseq-nr_38)_[241472,251323]	LTR	Gypsy	maggy	no	+	INT|maggy
scaffold_39_(dbseq-nr_38)_[276348,286815]	LTR	Gypsy	v_clade	no	-	GAG|v_clade INT|v_clade CHR|all AP|ty1/copia RT|tork RNaseH|copia
scaffold_39_(dbseq-nr_38)_[4164,11716]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_39_(dbseq-nr_38)_[432654,438584]	LTR	Gypsy	v_clade	no	-	GAG|v_clade INT|v_clade CHR|all
scaffold_39_(dbseq-nr_38)_[500941,507321]	LTR	Copia	ty1/copia	no	+	AP|ty1/copia
scaffold_39_(dbseq-nr_38)_[581911,587867]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|retrofit RT|1731 RNaseH|copia
scaffold_39_(dbseq-nr_38)_[946880,953075]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|oryco RT|pCretro RNaseH|codi_d
scaffold_39_(dbseq-nr_38)_[962476,964299]	LTR	Gypsy	v_clade	no	-	GAG|v_clade
scaffold_39_(dbseq-nr_38)_[982871,990486]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_39_(dbseq-nr_38)_[995385,1002167]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_3_(dbseq-nr_2)_[106587,114268]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_3_(dbseq-nr_2)_[127260,133635]	LTR	Copia	copia	no	-	AP|ty1/copia INT|tork RT|copia RNaseH|copia
scaffold_3_(dbseq-nr_2)_[1298211,1305258]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_3_(dbseq-nr_2)_[1462891,1471413]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_3_(dbseq-nr_2)_[1479025,1485542]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_3_(dbseq-nr_2)_[1487899,1495453]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|pyret INT|v_clade
scaffold_3_(dbseq-nr_2)_[1510751,1516920]	mixture	mixture	mixture	unknown	+	AP|cog5550 RT|reina RNaseH|17_6 INT|gmr1
scaffold_3_(dbseq-nr_2)_[1524342,1530044]	LTR	Gypsy	v_clade	no	+	GAG|v_clade AP|v_clade INT|v_clade CHR|all
scaffold_3_(dbseq-nr_2)_[1539278,1545143]	LTR	Gypsy	v_clade	no	-	GAG|v_clade INT|v_clade CHR|all
scaffold_3_(dbseq-nr_2)_[1563182,1569097]	LTR	Gypsy	v_clade	no	+	GAG|v_clade INT|v_clade CHR|all
scaffold_3_(dbseq-nr_2)_[18518,31858]	LTR	Copia	mixture	no	-	INT|retrofit RT|hydra
scaffold_3_(dbseq-nr_2)_[1884687,1891712]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_3_(dbseq-nr_2)_[1892820,1900051]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_3_(dbseq-nr_2)_[2281752,2288193]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|copia RT|tork RNaseH|sire
scaffold_3_(dbseq-nr_2)_[230443,238189]	LTR	Gypsy	mixture	no	+	AP|athila RT|reina RNaseH|cer2-3 INT|tat
scaffold_3_(dbseq-nr_2)_[2356864,2362510]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|retrofit RT|tork RNaseH|copia
scaffold_3_(dbseq-nr_2)_[239474,248513]	LTR	Gypsy	mixture	no	+	AP|athila RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_3_(dbseq-nr_2)_[267525,278104]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_3_(dbseq-nr_2)_[2676613,2683413]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_3_(dbseq-nr_2)_[2699867,2701825]	LTR	Copia	copia	no	+	RNaseH|copia
scaffold_3_(dbseq-nr_2)_[2729576,2736311]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_3_(dbseq-nr_2)_[2738797,2745529]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_3_(dbseq-nr_2)_[2754737,2763311]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_3_(dbseq-nr_2)_[2764277,2771193]	LTR	Gypsy	v_clade	no	-	GAG|pyret RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_3_(dbseq-nr_2)_[2771197,2777581]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|del INT|tat
scaffold_3_(dbseq-nr_2)_[2797874,2803178]	LTR	Copia	mixture	no	+	INT|oryco RT|copia RNaseH|sire
scaffold_3_(dbseq-nr_2)_[2832311,2838792]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_3_(dbseq-nr_2)_[2866272,2873478]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|del INT|gmr1
scaffold_3_(dbseq-nr_2)_[301932,307918]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_3_(dbseq-nr_2)_[308417,314032]	LTR	Copia	copia	no	+	AP|copia INT|tork RT|copia RNaseH|sire
scaffold_3_(dbseq-nr_2)_[3237520,3246569]	LTR	Gypsy	mixture	no	-	AP|athila RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_3_(dbseq-nr_2)_[3531090,3536863]	LTR	Gypsy	v_clade	no	+	GAG|v_clade INT|v_clade CHR|all
scaffold_3_(dbseq-nr_2)_[3674578,3680382]	LTR	Copia	tork	no	+	AP|tork INT|tork RT|tork RNaseH|copia
scaffold_3_(dbseq-nr_2)_[3733006,3738251]	LTR	Gypsy	mixture	no	+	AP|tat RNaseH|cer2-3
scaffold_3_(dbseq-nr_2)_[3738642,3745487]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_3_(dbseq-nr_2)_[386514,393752]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_3_(dbseq-nr_2)_[442948,452501]	LTR	Gypsy	pyret	no	-	RT|pyret
scaffold_3_(dbseq-nr_2)_[61111,67895]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_3_(dbseq-nr_2)_[648789,655747]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_3_(dbseq-nr_2)_[669767,673347]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|oryco RT|pseudovirus RNaseH|sire
scaffold_3_(dbseq-nr_2)_[860144,865468]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|tork RT|sire RNaseH|copia
scaffold_3_(dbseq-nr_2)_[980934,989684]	LTR	Copia	copia	no	+	RNaseH|copia
scaffold_400_(dbseq-nr_399)_[25025,31853]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_401_(dbseq-nr_400)_[1104,8033]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_401_(dbseq-nr_400)_[8475,15977]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|17_6 INT|tat
scaffold_403_(dbseq-nr_402)_[23397,31380]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_406_(dbseq-nr_405)_[12538,16779]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_406_(dbseq-nr_405)_[25509,31518]	LTR	Gypsy	mixture	no	+	AP|tat RNaseH|cer2-3
scaffold_406_(dbseq-nr_405)_[266,6622]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_407_(dbseq-nr_406)_[2210,8993]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_409_(dbseq-nr_408)_[12826,19298]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_40_(dbseq-nr_39)_[1046556,1053884]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_40_(dbseq-nr_39)_[1075049,1087712]	LTR	Gypsy	mixture	no	+	RT|17_6 RNaseH|del
scaffold_40_(dbseq-nr_39)_[1324830,1331892]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_40_(dbseq-nr_39)_[218321,225168]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_40_(dbseq-nr_39)_[295447,309397]	LTR	Copia	mixture	no	-	INT|oryco RT|copia RNaseH|tork
scaffold_40_(dbseq-nr_39)_[503542,509983]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|copia RT|tork RNaseH|sire
scaffold_40_(dbseq-nr_39)_[621892,629455]	LTR	Copia	copia	no	-	AP|ty1/copia INT|copia RT|tork RNaseH|copia
scaffold_40_(dbseq-nr_39)_[6703,13588]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_40_(dbseq-nr_39)_[730987,738061]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|del INT|gmr1
scaffold_40_(dbseq-nr_39)_[762025,775682]	LTR	Gypsy	v_clade	no	?	CHR|retroelement INT|v_clade RT|v_clade GAG|v_clade RNaseH|v_clade
scaffold_40_(dbseq-nr_39)_[776786,783944]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_40_(dbseq-nr_39)_[8,6335]	LTR	Copia	copia	no	-	AP|ty1/copia INT|tork RT|copia RNaseH|copia
scaffold_40_(dbseq-nr_39)_[827239,834971]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_411_(dbseq-nr_410)_[142,9338]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|17_6 INT|gmr1
scaffold_411_(dbseq-nr_410)_[17272,24289]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_417_(dbseq-nr_416)_[12472,19479]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_417_(dbseq-nr_416)_[19482,26411]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_417_(dbseq-nr_416)_[2223,10887]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_418_(dbseq-nr_417)_[14695,21727]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|bel RT|v_clade RNaseH|pyret INT|v_clade
scaffold_418_(dbseq-nr_417)_[22496,29583]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_418_(dbseq-nr_417)_[6134,14262]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_419_(dbseq-nr_418)_[8527,15065]	LTR	Copia	tork	no	+	AP|ty1/copia INT|tork RT|tork RNaseH|sire
scaffold_41_(dbseq-nr_40)_[1055415,1059374]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|tork
scaffold_41_(dbseq-nr_40)_[1059560,1065580]	LTR	Copia	mixture	no	-	AP|retrofit INT|copia RT|tork RNaseH|sire
scaffold_41_(dbseq-nr_40)_[17498,26406]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|gypsy INT|gmr1
scaffold_41_(dbseq-nr_40)_[312,8014]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_41_(dbseq-nr_40)_[540032,547333]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|17_6 INT|gmr1
scaffold_41_(dbseq-nr_40)_[572031,578390]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_420_(dbseq-nr_419)_[12241,17866]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_420_(dbseq-nr_419)_[20120,27436]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|pyret INT|v_clade
scaffold_420_(dbseq-nr_419)_[3012,10873]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_421_(dbseq-nr_420)_[10599,23079]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|v_clade INT|v_clade GAG|v_clade
scaffold_424_(dbseq-nr_423)_[9734,17818]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_425_(dbseq-nr_424)_[1227,15476]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|del INT|gmr1
scaffold_425_(dbseq-nr_424)_[15922,22303]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_425_(dbseq-nr_424)_[22311,29352]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_426_(dbseq-nr_425)_[1363,10222]	LTR	Gypsy	mixture	no	-	AP|athila RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_426_(dbseq-nr_425)_[16165,23439]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_428_(dbseq-nr_427)_[21087,27174]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_429_(dbseq-nr_428)_[21494,29500]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_42_(dbseq-nr_41)_[1028958,1033996]	LTR	Gypsy	v_clade	no	+	GAG|v_clade AP|maggy INT|v_clade CHR|all
scaffold_42_(dbseq-nr_41)_[1088562,1094609]	LTR	Copia	tork	no	-	AP|ty1/copia INT|tork RT|tork RNaseH|copia
