#TE	Order	Superfamily	Clade	Complete	Strand	Domains
scaffold_56_(dbseq-nr_55)_[43259,50061]	LTR	Gypsy	mixture	no	+	RNaseH|pyret INT|v_clade
scaffold_56_(dbseq-nr_55)_[51866,59475]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|gypsy INT|gmr1
scaffold_56_(dbseq-nr_55)_[62599,68560]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_56_(dbseq-nr_55)_[84000,90669]	LTR	Gypsy	v_clade	no	-	AP|v_clade RT|v_clade RNaseH|pyret INT|v_clade
scaffold_56_(dbseq-nr_55)_[92699,96948]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_57_(dbseq-nr_56)_[106526,108609]	LTR	Copia	tork	no	-	RT|tork
scaffold_57_(dbseq-nr_56)_[108822,114327]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_57_(dbseq-nr_56)_[28136,35318]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_57_(dbseq-nr_56)_[45860,52676]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_57_(dbseq-nr_56)_[93710,98071]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade INT|v_clade CHR|all
scaffold_58_(dbseq-nr_57)_[102878,114287]	LTR	Gypsy	v_clade	no	+	AP|v_clade RT|v_clade RNaseH|pyret INT|v_clade CHR|retroelement
scaffold_58_(dbseq-nr_57)_[11392,17915]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_58_(dbseq-nr_57)_[119200,125726]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_58_(dbseq-nr_57)_[138108,145041]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|del INT|gmr1
scaffold_58_(dbseq-nr_57)_[155049,165076]	LTR	Gypsy	v_clade	no	?	AP|copia INT|v_clade RNaseH|pyret RT|v_clade GAG|v_clade
scaffold_58_(dbseq-nr_57)_[20628,24906]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|17_6
scaffold_58_(dbseq-nr_57)_[214651,221825]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_58_(dbseq-nr_57)_[222672,227196]	Unknown	unknown	dtg_ilg_template	unknown	-	AP|dtg_ilg_template
scaffold_58_(dbseq-nr_57)_[242044,248554]	LTR	Gypsy	v_clade	no	-	AP|v_clade RT|v_clade RNaseH|pyret INT|v_clade CHR|retroelement
scaffold_58_(dbseq-nr_57)_[277084,283769]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_58_(dbseq-nr_57)_[285477,294767]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|17_6 INT|gmr1
scaffold_58_(dbseq-nr_57)_[299826,308398]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_58_(dbseq-nr_57)_[59772,65266]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_58_(dbseq-nr_57)_[72056,78267]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_58_(dbseq-nr_57)_[83002,89362]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|pyret INT|v_clade
scaffold_58_(dbseq-nr_57)_[92196,98673]	mixture	mixture	mixture	unknown	+	AP|dtg_ilg_template RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_59_(dbseq-nr_58)_[252422,258952]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_59_(dbseq-nr_58)_[291043,296568]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_59_(dbseq-nr_58)_[300032,306695]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_60_(dbseq-nr_59)_[117501,125331]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_60_(dbseq-nr_59)_[125334,132367]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_60_(dbseq-nr_59)_[133362,139883]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_60_(dbseq-nr_59)_[153157,159489]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_60_(dbseq-nr_59)_[20874,26801]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|oryco RT|tork RNaseH|copia
scaffold_60_(dbseq-nr_59)_[26937,33594]	LTR	Gypsy	v_clade	no	?	INT|v_clade RNaseH|pyret RT|v_clade AP|reina
scaffold_60_(dbseq-nr_59)_[304228,317040]	LTR	Gypsy	v_clade	no	-	GAG|v_clade AP|v_clade RNaseH|v_clade INT|v_clade CHR|all RT|v_clade
scaffold_60_(dbseq-nr_59)_[4791,9996]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|pyret INT|v_clade
scaffold_60_(dbseq-nr_59)_[84383,97437]	LTR	Gypsy	v_clade	no	?	RNaseH|v_clade RT|v_clade INT|v_clade CHR|retroelement AP|v_clade GAG|v_clade
scaffold_61_(dbseq-nr_60)_[118662,125693]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_61_(dbseq-nr_60)_[126767,132902]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_61_(dbseq-nr_60)_[148847,161370]	LTR	Gypsy	v_clade	no	?	INT|v_clade RNaseH|v_clade RT|v_clade AP|ty1/copia
scaffold_61_(dbseq-nr_60)_[176296,183946]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_61_(dbseq-nr_60)_[190914,198469]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_61_(dbseq-nr_60)_[198477,207109]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|17_6 INT|gmr1
scaffold_61_(dbseq-nr_60)_[212462,218829]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|del RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_61_(dbseq-nr_60)_[220802,227135]	LTR	Gypsy	v_clade	no	-	AP|del RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_61_(dbseq-nr_60)_[227299,233079]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|maggy RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_61_(dbseq-nr_60)_[46800,53488]	LTR	Gypsy	v_clade	no	+	AP|reina RT|v_clade RNaseH|pyret INT|v_clade
scaffold_61_(dbseq-nr_60)_[80050,86706]	LTR	Gypsy	mixture	no	+	AP|tat RT|reina RNaseH|del INT|gmr1
scaffold_61_(dbseq-nr_60)_[8825,13961]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|oryco RT|tork RNaseH|copia
scaffold_61_(dbseq-nr_60)_[93573,99251]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_62_(dbseq-nr_61)_[117894,124700]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|pyret INT|v_clade
scaffold_62_(dbseq-nr_61)_[128302,135114]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_62_(dbseq-nr_61)_[166744,172893]	LTR	Gypsy	v_clade	no	-	AP|del RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_62_(dbseq-nr_61)_[177793,184228]	LTR	Gypsy	v_clade	yes	+	GAG|galadriel AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_62_(dbseq-nr_61)_[187059,193427]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_63_(dbseq-nr_62)_[103251,109665]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_63_(dbseq-nr_62)_[121496,128009]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_63_(dbseq-nr_62)_[136424,141976]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_63_(dbseq-nr_62)_[208466,216982]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_63_(dbseq-nr_62)_[95182,102318]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_64_(dbseq-nr_63)_[207902,213238]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_64_(dbseq-nr_63)_[214202,220331]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_65_(dbseq-nr_64)_[227180,233433]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_65_(dbseq-nr_64)_[31167,37352]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_65_(dbseq-nr_64)_[37354,44386]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_65_(dbseq-nr_64)_[49049,55555]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_65_(dbseq-nr_64)_[79071,82631]	LTR	Gypsy	v_clade	no	+	RT|v_clade
scaffold_66_(dbseq-nr_65)_[130304,132010]	LTR	Gypsy	v_clade	no	+	GAG|v_clade
scaffold_66_(dbseq-nr_65)_[136782,144437]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_66_(dbseq-nr_65)_[163200,169912]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_66_(dbseq-nr_65)_[28754,35322]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_66_(dbseq-nr_65)_[41230,47295]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|pyret INT|v_clade
scaffold_66_(dbseq-nr_65)_[48719,55447]	LTR	Gypsy	mixture	no	+	AP|reina RT|v_clade RNaseH|pyret INT|maggy
scaffold_67_(dbseq-nr_66)_[103340,111242]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_67_(dbseq-nr_66)_[11192,24126]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_67_(dbseq-nr_66)_[178170,188868]	LTR	Gypsy	pyret	no	+	AP|pyret RT|pyret
scaffold_68_(dbseq-nr_67)_[137575,144143]	LTR	Copia	mixture	no	-	AP|pseudovirus INT|tork RT|copia RNaseH|sire
scaffold_68_(dbseq-nr_67)_[180570,186688]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_68_(dbseq-nr_67)_[18506,24702]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_68_(dbseq-nr_67)_[212155,218430]	LTR	Gypsy	v_clade	yes	+	GAG|galadriel AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_68_(dbseq-nr_67)_[224495,230839]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_68_(dbseq-nr_67)_[31450,38256]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|pyret INT|v_clade
scaffold_68_(dbseq-nr_67)_[45513,50924]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|pyret INT|v_clade
scaffold_68_(dbseq-nr_67)_[64277,70184]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_68_(dbseq-nr_67)_[94735,105718]	LTR	Gypsy	v_clade	no	?	INT|v_clade RT|v_clade
scaffold_69_(dbseq-nr_68)_[211396,218065]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_6_(dbseq-nr_5)_[373683,378829]	LTR	Copia	tork	no	+	AP|ty1/copia INT|tork RT|tork RNaseH|copia
scaffold_6_(dbseq-nr_5)_[498486,504739]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_6_(dbseq-nr_5)_[57035,64967]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_6_(dbseq-nr_5)_[750610,757584]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|del INT|gmr1
scaffold_6_(dbseq-nr_5)_[870499,876500]	LTR	Copia	copia	no	-	AP|retrofit INT|tork RT|copia RNaseH|copia
scaffold_6_(dbseq-nr_5)_[988862,994860]	LTR	Copia	copia	no	+	AP|retrofit INT|tork RT|copia RNaseH|copia
scaffold_71_(dbseq-nr_70)_[15289,21648]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_71_(dbseq-nr_70)_[39631,45339]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_71_(dbseq-nr_70)_[48066,54872]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|pyret INT|v_clade
scaffold_71_(dbseq-nr_70)_[59378,65882]	mixture	mixture	mixture	unknown	-	AP|dtg_ilg_template RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_71_(dbseq-nr_70)_[87903,94680]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_71_(dbseq-nr_70)_[95909,102191]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_73_(dbseq-nr_72)_[22319,26798]	LTR	Gypsy	mixture	no	+	RT|v_clade RNaseH|crm
scaffold_74_(dbseq-nr_73)_[109544,118132]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_74_(dbseq-nr_73)_[184529,189975]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_74_(dbseq-nr_73)_[193759,198279]	Unknown	unknown	dtg_ilg_template	unknown	+	AP|dtg_ilg_template
scaffold_74_(dbseq-nr_73)_[202684,209540]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|pyret INT|v_clade
scaffold_74_(dbseq-nr_73)_[209541,216052]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_74_(dbseq-nr_73)_[24336,30541]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_74_(dbseq-nr_73)_[77803,83800]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_75_(dbseq-nr_74)_[1689,7602]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|oryco RT|tork RNaseH|sire
scaffold_75_(dbseq-nr_74)_[7854,13328]	LTR	Copia	oryco	no	-	INT|oryco RT|sire RNaseH|oryco
scaffold_76_(dbseq-nr_75)_[14786,21479]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_76_(dbseq-nr_75)_[31482,39917]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_76_(dbseq-nr_75)_[39924,53584]	LTR	Gypsy	mixture	no	?	INT|maggy RNaseH|pyret RT|v_clade
scaffold_76_(dbseq-nr_75)_[63266,64713]	LTR	Copia	1731	no	+	INT|1731
scaffold_76_(dbseq-nr_75)_[6533,11997]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_76_(dbseq-nr_75)_[68516,83163]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_76_(dbseq-nr_75)_[99890,105903]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_77_(dbseq-nr_76)_[127155,133041]	LTR	Copia	tork	no	-	AP|pseudovirus INT|tork RT|tork RNaseH|sire
scaffold_77_(dbseq-nr_76)_[157195,163693]	LTR	Gypsy	mixture	no	+	AP|reina RT|v_clade RNaseH|pyret INT|maggy
scaffold_77_(dbseq-nr_76)_[190146,204368]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_77_(dbseq-nr_76)_[204375,211178]	LTR	Gypsy	mixture	no	+	AP|reina RT|v_clade RNaseH|pyret INT|maggy
scaffold_77_(dbseq-nr_76)_[3758,11469]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_7_(dbseq-nr_6)_[378198,387887]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|17_6 INT|tat
scaffold_7_(dbseq-nr_6)_[659478,665429]	LTR	Copia	copia	no	+	AP|retrofit INT|tork RT|copia RNaseH|copia
scaffold_7_(dbseq-nr_6)_[875137,882783]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|reina RNaseH|pyret INT|v_clade CHR|all
scaffold_7_(dbseq-nr_6)_[889398,895612]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_7_(dbseq-nr_6)_[905090,910274]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|pyret INT|v_clade
scaffold_82_(dbseq-nr_81)_[100480,106998]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_82_(dbseq-nr_81)_[109262,115977]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|pyret INT|v_clade
scaffold_82_(dbseq-nr_81)_[115978,121779]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_82_(dbseq-nr_81)_[165793,170313]	Unknown	unknown	dtg_ilg_template	unknown	-	AP|dtg_ilg_template
scaffold_82_(dbseq-nr_81)_[21400,27539]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_82_(dbseq-nr_81)_[2639,8350]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|pyret INT|v_clade CHR|retroelement
scaffold_82_(dbseq-nr_81)_[81928,89830]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_83_(dbseq-nr_82)_[117631,123849]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_83_(dbseq-nr_82)_[32131,38125]	LTR	Copia	copia	no	-	AP|retrofit INT|tork RT|copia RNaseH|copia
scaffold_83_(dbseq-nr_82)_[63263,69464]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_84_(dbseq-nr_83)_[48239,54794]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_84_(dbseq-nr_83)_[55211,59248]	LTR	Gypsy	v_clade	no	+	GAG|v_clade AP|v_clade RT|v_clade
scaffold_85_(dbseq-nr_84)_[148505,155862]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_85_(dbseq-nr_84)_[16109,20639]	Unknown	unknown	dtg_ilg_template	unknown	-	AP|dtg_ilg_template
scaffold_85_(dbseq-nr_84)_[30477,37283]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|pyret INT|v_clade
scaffold_85_(dbseq-nr_84)_[6336,15301]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|17_6 INT|gmr1
scaffold_87_(dbseq-nr_86)_[13782,26819]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_87_(dbseq-nr_86)_[26830,35444]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|17_6 INT|tat
scaffold_87_(dbseq-nr_86)_[37695,42222]	Unknown	unknown	dtg_ilg_template	unknown	-	AP|dtg_ilg_template
scaffold_87_(dbseq-nr_86)_[42274,55162]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_87_(dbseq-nr_86)_[6355,13056]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_87_(dbseq-nr_86)_[64637,76846]	mixture	mixture	mixture	unknown	+	RT|reina RNaseH|gypsy INT|gmr1 AP|dtg_ilg_template
scaffold_87_(dbseq-nr_86)_[85336,91478]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_87_(dbseq-nr_86)_[91501,96988]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_88_(dbseq-nr_87)_[101850,110884]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|17_6 INT|tat
scaffold_89_(dbseq-nr_88)_[24416,31214]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_91_(dbseq-nr_90)_[14075,19200]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|pyret INT|v_clade
scaffold_91_(dbseq-nr_90)_[20423,25797]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_91_(dbseq-nr_90)_[3110,9610]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_93_(dbseq-nr_92)_[44129,50125]	LTR	Copia	copia	no	-	AP|retrofit INT|tork RT|copia RNaseH|copia
scaffold_94_(dbseq-nr_93)_[100278,106913]	LTR	Gypsy	v_clade	no	-	AP|v_clade RT|v_clade RNaseH|pyret INT|v_clade
scaffold_94_(dbseq-nr_93)_[40673,46749]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|pyret INT|v_clade
scaffold_94_(dbseq-nr_93)_[46775,52971]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_94_(dbseq-nr_93)_[59304,65805]	LTR	Gypsy	v_clade	no	+	AP|v_clade RT|v_clade RNaseH|pyret INT|v_clade
scaffold_94_(dbseq-nr_93)_[6775,11972]	LTR	Copia	copia	no	+	AP|ty1/copia INT|retrofit RT|copia RNaseH|copia
scaffold_94_(dbseq-nr_93)_[80487,91869]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|pyret INT|v_clade
scaffold_95_(dbseq-nr_94)_[101198,109199]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_95_(dbseq-nr_94)_[49577,56409]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|17_6 INT|gmr1
scaffold_96_(dbseq-nr_95)_[14323,21308]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_96_(dbseq-nr_95)_[23678,29585]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|oryco RT|tork RNaseH|copia
scaffold_96_(dbseq-nr_95)_[29874,35333]	LTR	Copia	oryco	no	-	INT|oryco RT|sire RNaseH|oryco
scaffold_96_(dbseq-nr_95)_[35766,42452]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_96_(dbseq-nr_95)_[57137,61666]	Unknown	unknown	dtg_ilg_template	unknown	+	AP|dtg_ilg_template
scaffold_96_(dbseq-nr_95)_[61677,68573]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|pyret INT|v_clade
scaffold_96_(dbseq-nr_95)_[68578,75276]	LTR	Gypsy	mixture	no	+	AP|reina RT|v_clade RNaseH|pyret INT|maggy
scaffold_96_(dbseq-nr_95)_[77682,90889]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_96_(dbseq-nr_95)_[7996,13887]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade
scaffold_97_(dbseq-nr_96)_[33227,40927]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|gypsy INT|gmr1
scaffold_97_(dbseq-nr_96)_[50544,57435]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_97_(dbseq-nr_96)_[63400,73788]	LTR	Gypsy	v_clade	no	-	AP|del RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_98_(dbseq-nr_97)_[1855,8074]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_98_(dbseq-nr_97)_[22770,30363]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_98_(dbseq-nr_97)_[30405,36537]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
