#TE	Order	Superfamily	Clade	Complete	Strand	Domains
scaffold_396_(dbseq-nr_395)_[11,8702]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|17_6 INT|gmr1
scaffold_396_(dbseq-nr_395)_[9571,16318]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_399_(dbseq-nr_398)_[107290,112961]	LTR	Copia	mixture	no	+	INT|tork RT|pseudovirus RNaseH|sire
scaffold_399_(dbseq-nr_398)_[42523,51676]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_399_(dbseq-nr_398)_[71574,78452]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_399_(dbseq-nr_398)_[91338,95481]	LTR	Gypsy	cer2-3	no	+	RNaseH|cer2-3
scaffold_399_(dbseq-nr_398)_[96368,102744]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_39_(dbseq-nr_38)_[11882,17476]	LTR	Copia	copia	no	-	AP|copia INT|tork RT|copia RNaseH|sire
scaffold_39_(dbseq-nr_38)_[513208,519869]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|tork RT|pCretro RNaseH|sire
scaffold_39_(dbseq-nr_38)_[562551,571122]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_39_(dbseq-nr_38)_[592583,598505]	mixture	mixture	mixture	unknown	-	AP|dtg_ilg_template RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_39_(dbseq-nr_38)_[620625,625963]	LTR	Gypsy	v_clade	no	-	GAG|v_clade AP|v_clade RNaseH|maggy INT|v_clade CHR|retroelement
scaffold_39_(dbseq-nr_38)_[783652,790113]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_39_(dbseq-nr_38)_[790118,797902]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_3_(dbseq-nr_2)_[1311294,1324327]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3
scaffold_3_(dbseq-nr_2)_[454368,462029]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_3_(dbseq-nr_2)_[462570,475580]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_3_(dbseq-nr_2)_[490075,499079]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|17_6 INT|gmr1
scaffold_3_(dbseq-nr_2)_[500037,506071]	LTR	Gypsy	mixture	no	-	AP|tat RNaseH|cer2-3
scaffold_3_(dbseq-nr_2)_[506073,513097]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_3_(dbseq-nr_2)_[616577,623044]	LTR	Copia	mixture	no	+	AP|retrofit INT|copia RT|tork RNaseH|sire
scaffold_3_(dbseq-nr_2)_[73777,76237]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|retrofit
scaffold_3_(dbseq-nr_2)_[808765,814930]	LTR	Copia	sire	no	-	AP|ty1/copia INT|tork RT|sire RNaseH|sire
scaffold_400_(dbseq-nr_399)_[108776,113611]	LTR	Copia	mixture	no	+	AP|retrofit INT|copia RT|tork RNaseH|sire
scaffold_401_(dbseq-nr_400)_[28359,37132]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|17_6 INT|gmr1
scaffold_401_(dbseq-nr_400)_[66715,76473]	LTR	Copia	retrofit	no	-	AP|retrofit INT|retrofit RT|tork RNaseH|copia
scaffold_402_(dbseq-nr_401)_[109838,115547]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_402_(dbseq-nr_401)_[59998,68925]	LTR	Gypsy	mixture	no	+	AP|athila RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_402_(dbseq-nr_401)_[71574,80690]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|17_6 INT|gmr1
scaffold_402_(dbseq-nr_401)_[86113,94043]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_402_(dbseq-nr_401)_[94046,109120]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_404_(dbseq-nr_403)_[77621,85356]	LTR	Copia	retrofit	no	+	AP|retrofit INT|retrofit RT|tork RNaseH|sire
scaffold_405_(dbseq-nr_404)_[106567,111937]	LTR	Copia	mixture	no	-	INT|oryco RT|sire RNaseH|tork
scaffold_405_(dbseq-nr_404)_[72257,79274]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_405_(dbseq-nr_404)_[80628,86177]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_406_(dbseq-nr_405)_[31053,36206]	LTR	Gypsy	v_clade	no	-	GAG|v_clade INT|v_clade CHR|all
scaffold_406_(dbseq-nr_405)_[98686,106178]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_407_(dbseq-nr_406)_[61397,68404]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_407_(dbseq-nr_406)_[69469,76491]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|bel RT|v_clade RNaseH|pyret INT|v_clade
scaffold_408_(dbseq-nr_407)_[19707,26720]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_408_(dbseq-nr_407)_[28288,34537]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|retrofit RT|1731 RNaseH|copia
scaffold_408_(dbseq-nr_407)_[38086,44305]	LTR	Copia	copia	no	+	AP|ty1/copia INT|tork RT|copia RNaseH|copia
scaffold_408_(dbseq-nr_407)_[61164,67132]	LTR	Gypsy	v_clade	no	+	GAG|v_clade INT|v_clade CHR|all
scaffold_408_(dbseq-nr_407)_[88465,95091]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_408_(dbseq-nr_407)_[9250,18189]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_409_(dbseq-nr_408)_[24949,31541]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_409_(dbseq-nr_408)_[40535,47373]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_409_(dbseq-nr_408)_[49637,54205]	LTR	Copia	mixture	no	-	AP|retrofit INT|sire RT|tork RNaseH|copia
scaffold_409_(dbseq-nr_408)_[9731,17765]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_40_(dbseq-nr_39)_[101312,106464]	LTR	Gypsy	v_clade	no	-	GAG|v_clade AP|v_clade INT|v_clade CHR|all
scaffold_40_(dbseq-nr_39)_[140610,155116]	LTR	Copia	mixture	no	+	INT|oryco RNaseH|pCretro
scaffold_40_(dbseq-nr_39)_[324795,331624]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_40_(dbseq-nr_39)_[592401,598866]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|copia RT|tork RNaseH|sire
scaffold_40_(dbseq-nr_39)_[763711,770966]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_410_(dbseq-nr_409)_[10210,14362]	LTR	Copia	mixture	no	-	RT|copia RNaseH|codi_d
scaffold_410_(dbseq-nr_409)_[1041,8545]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|17_6 INT|tat
scaffold_410_(dbseq-nr_409)_[20833,26956]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|17_6 INT|gmr1
scaffold_410_(dbseq-nr_409)_[29757,37221]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|del INT|tat
scaffold_411_(dbseq-nr_410)_[54863,61613]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_411_(dbseq-nr_410)_[69674,76679]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_412_(dbseq-nr_411)_[4308,10259]	LTR	Gypsy	v_clade	no	-	AP|del RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_412_(dbseq-nr_411)_[78555,85625]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_412_(dbseq-nr_411)_[94773,107253]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|17_6 INT|gmr1
scaffold_413_(dbseq-nr_412)_[64366,71578]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_413_(dbseq-nr_412)_[95225,101521]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|sire RT|copia RNaseH|codi_d
scaffold_414_(dbseq-nr_413)_[82332,88185]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|retrofit RT|1731 RNaseH|copia
scaffold_415_(dbseq-nr_414)_[36949,43406]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|copia RT|tork RNaseH|sire
scaffold_417_(dbseq-nr_416)_[73162,79710]	LTR	Copia	copia	no	+	AP|ty1/copia INT|tork RT|copia RNaseH|copia
scaffold_419_(dbseq-nr_418)_[86997,94258]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_41_(dbseq-nr_40)_[128508,131039]	LTR	Copia	mixture	no	-	INT|copia RNaseH|tork
scaffold_41_(dbseq-nr_40)_[134369,140544]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|retrofit RT|tork RNaseH|copia
scaffold_41_(dbseq-nr_40)_[15487,27558]	mixture	mixture	mixture	unknown	?	AP|ty1/copia CHR|all GAG|v_clade INT|oryco RT|pCretro RNaseH|codi_d
scaffold_41_(dbseq-nr_40)_[222441,227653]	LTR	Copia	mixture	no	-	INT|oryco RT|copia RNaseH|tork
scaffold_41_(dbseq-nr_40)_[261894,267656]	LTR	Copia	tork	no	+	AP|tork INT|tork RT|tork RNaseH|copia
scaffold_41_(dbseq-nr_40)_[335468,341811]	LTR	Gypsy	v_clade	no	-	GAG|v_clade AP|v_clade RT|v_clade INT|v_clade CHR|all
scaffold_41_(dbseq-nr_40)_[355354,361771]	LTR	Copia	copia	no	-	AP|ty1/copia INT|copia RT|tork RNaseH|copia
scaffold_41_(dbseq-nr_40)_[362602,368341]	LTR	Copia	mixture	no	-	AP|retrofit INT|oryco RT|pCretro RNaseH|copia
scaffold_41_(dbseq-nr_40)_[3653,10285]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|tork RT|copia RNaseH|sire
scaffold_41_(dbseq-nr_40)_[370708,374691]	LTR	Gypsy	17_6	no	+	RT|17_6
scaffold_41_(dbseq-nr_40)_[376152,382003]	LTR	Copia	retrofit	no	+	AP|retrofit INT|retrofit RT|tork RNaseH|copia
scaffold_41_(dbseq-nr_40)_[406078,409951]	LTR	Copia	tork	no	+	RT|tork RNaseH|tork
scaffold_41_(dbseq-nr_40)_[412003,416316]	LTR	Gypsy	v_clade	no	-	RNaseH|v_clade INT|v_clade
scaffold_41_(dbseq-nr_40)_[460055,464634]	LTR	Gypsy	v_clade	no	+	GAG|v_clade AP|v_clade INT|v_clade CHR|all
scaffold_41_(dbseq-nr_40)_[471369,480792]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_41_(dbseq-nr_40)_[496449,504232]	mixture	mixture	mixture	unknown	-	AP|cog5550 RT|reina RNaseH|del INT|tat
scaffold_41_(dbseq-nr_40)_[504406,518286]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_41_(dbseq-nr_40)_[528703,535590]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|gypsy INT|gmr1
scaffold_41_(dbseq-nr_40)_[693838,701137]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_41_(dbseq-nr_40)_[760226,766226]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|tork RT|1731 RNaseH|copia
scaffold_420_(dbseq-nr_419)_[40400,50870]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|retrofit RT|tork RNaseH|copia
scaffold_420_(dbseq-nr_419)_[62852,69622]	LTR	Copia	sire	no	+	AP|ty1/copia INT|retrofit RT|sire RNaseH|sire
scaffold_421_(dbseq-nr_420)_[37094,43632]	LTR	Copia	copia	no	-	AP|ty1/copia INT|tork RT|copia RNaseH|copia
scaffold_422_(dbseq-nr_421)_[29788,36033]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|retrofit RT|pCretro RNaseH|sire
scaffold_422_(dbseq-nr_421)_[52296,61918]	LTR	unknown	retroelement	unknown	-	CHR|retroelement
scaffold_422_(dbseq-nr_421)_[68022,74208]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|sire RT|copia RNaseH|codi_d
scaffold_422_(dbseq-nr_421)_[9546,15738]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|sire RT|pCretro RNaseH|codi_d
scaffold_423_(dbseq-nr_422)_[61398,74413]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|pyret GAG|v_clade AP|v_clade INT|v_clade CHR|all
scaffold_423_(dbseq-nr_422)_[864,5866]	LTR	Copia	retrofit	no	+	INT|retrofit
scaffold_424_(dbseq-nr_423)_[83940,92721]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_424_(dbseq-nr_423)_[92762,98231]	LTR	Gypsy	v_clade	no	+	GAG|v_clade INT|v_clade CHR|all
scaffold_425_(dbseq-nr_424)_[9174,14978]	LTR	Copia	tork	no	-	AP|tork INT|tork RT|tork RNaseH|copia
scaffold_426_(dbseq-nr_425)_[10901,17955]	LTR	Copia	sire	no	-	AP|ty1/copia INT|retrofit RT|sire RNaseH|sire
scaffold_426_(dbseq-nr_425)_[7,6755]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_427_(dbseq-nr_426)_[11598,18697]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_427_(dbseq-nr_426)_[3588,10609]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_428_(dbseq-nr_427)_[15698,23726]	LTR	Gypsy	v_clade	no	-	RNaseH|v_clade INT|v_clade
scaffold_428_(dbseq-nr_427)_[27301,34151]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_429_(dbseq-nr_428)_[55048,62062]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_429_(dbseq-nr_428)_[69933,76670]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_429_(dbseq-nr_428)_[83499,90062]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_42_(dbseq-nr_41)_[13611,19640]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|oryco
scaffold_42_(dbseq-nr_41)_[257637,263382]	LTR	Copia	tork	no	+	AP|tork INT|tork RT|tork RNaseH|copia
scaffold_42_(dbseq-nr_41)_[377043,385898]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_42_(dbseq-nr_41)_[726983,733449]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|copia RT|tork RNaseH|sire
scaffold_430_(dbseq-nr_429)_[86819,93191]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|tork RT|pseudovirus RNaseH|sire
scaffold_431_(dbseq-nr_430)_[11969,23858]	LTR	Gypsy	reina	no	-	RT|reina
scaffold_432_(dbseq-nr_431)_[40785,44355]	LTR	Copia	tork	no	+	AP|tork RT|tork RNaseH|copia
scaffold_433_(dbseq-nr_432)_[19889,25687]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_433_(dbseq-nr_432)_[59045,64251]	LTR	Copia	retrofit	no	+	AP|retrofit INT|retrofit RT|copia RNaseH|tork
scaffold_433_(dbseq-nr_432)_[607,7587]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_434_(dbseq-nr_433)_[61970,66513]	LTR	Gypsy	v_clade	no	+	GAG|v_clade AP|v_clade INT|v_clade CHR|all
scaffold_434_(dbseq-nr_433)_[77025,82967]	LTR	Gypsy	v_clade	no	-	GAG|v_clade INT|v_clade CHR|all
scaffold_435_(dbseq-nr_434)_[9208,15922]	LTR	Copia	mixture	no	-	AP|retrofit INT|copia RT|tork RNaseH|sire
scaffold_436_(dbseq-nr_435)_[82222,89578]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_439_(dbseq-nr_438)_[32067,45542]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|pyret INT|v_clade
scaffold_43_(dbseq-nr_42)_[141138,147361]	LTR	Copia	copia	no	+	AP|ty1/copia INT|tork RT|copia RNaseH|copia
scaffold_43_(dbseq-nr_42)_[288241,294237]	LTR	Copia	tork	no	+	AP|codi_d INT|tork RT|tork RNaseH|tork
scaffold_43_(dbseq-nr_42)_[490235,500698]	LTR	Copia	retrofit	no	?	AP|retrofit INT|retrofit CHR|retroelement
scaffold_43_(dbseq-nr_42)_[751813,758820]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_43_(dbseq-nr_42)_[90931,93621]	LTR	Copia	mixture	no	-	RT|tork RNaseH|codi_d
scaffold_441_(dbseq-nr_440)_[44431,51439]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_441_(dbseq-nr_440)_[76402,83238]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|del INT|gmr1
scaffold_443_(dbseq-nr_442)_[35396,46757]	LTR	Copia	ty1/copia	no	-	AP|ty1/copia
scaffold_443_(dbseq-nr_442)_[58498,69565]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_445_(dbseq-nr_444)_[10703,19907]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|17_6 INT|gmr1
scaffold_445_(dbseq-nr_444)_[21322,28524]	mixture	mixture	mixture	unknown	+	AP|cog5550 RT|reina RNaseH|del INT|tat
scaffold_445_(dbseq-nr_444)_[46695,54830]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_445_(dbseq-nr_444)_[56224,63231]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_446_(dbseq-nr_445)_[27857,39171]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_446_(dbseq-nr_445)_[41773,47269]	LTR	Copia	copia	no	-	INT|tork RT|copia RNaseH|copia
scaffold_446_(dbseq-nr_445)_[67561,74790]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_446_(dbseq-nr_445)_[682,7540]	LTR	Gypsy	v_clade	no	+	AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_447_(dbseq-nr_446)_[17844,23994]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_447_(dbseq-nr_446)_[7,7538]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_449_(dbseq-nr_448)_[11458,21432]	LTR	Copia	tork	no	-	RNaseH|tork
scaffold_44_(dbseq-nr_43)_[305085,314336]	Unknown	unknown	all	unknown	+	CHR|all
scaffold_44_(dbseq-nr_43)_[581030,587507]	LTR	Copia	mixture	yes	-	GAG|1731 AP|ty1/copia INT|retrofit RT|copia RNaseH|sire
scaffold_44_(dbseq-nr_43)_[589973,596245]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_44_(dbseq-nr_43)_[711485,717529]	LTR	Copia	sire	no	-	INT|copia RT|sire RNaseH|sire
scaffold_44_(dbseq-nr_43)_[735201,742346]	LTR	Copia	1731	no	-	AP|ty1/copia INT|1731 RT|1731 RNaseH|codi_d
scaffold_44_(dbseq-nr_43)_[745115,751744]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|gypsy INT|gmr1
scaffold_450_(dbseq-nr_449)_[18991,23374]	LTR	Copia	codi_d	no	-	RNaseH|codi_d
scaffold_450_(dbseq-nr_449)_[34971,40446]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|copia RNaseH|sire
scaffold_451_(dbseq-nr_450)_[15511,24154]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|osvaldo
scaffold_451_(dbseq-nr_450)_[2007,9342]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3
scaffold_451_(dbseq-nr_450)_[25215,30518]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_451_(dbseq-nr_450)_[34718,40505]	LTR	Copia	tork	no	+	AP|tork INT|tork RT|tork RNaseH|copia
scaffold_452_(dbseq-nr_451)_[61076,67192]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_454_(dbseq-nr_453)_[14337,21610]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_454_(dbseq-nr_453)_[27550,36397]	LTR	Gypsy	mixture	no	+	AP|athila RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_454_(dbseq-nr_453)_[47081,53866]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_454_(dbseq-nr_453)_[56323,63275]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_454_(dbseq-nr_453)_[63284,71169]	mixture	mixture	mixture	unknown	-	AP|cog5550 RT|reina RNaseH|del INT|tat
scaffold_454_(dbseq-nr_453)_[8427,14329]	LTR	Gypsy	v_clade	no	-	GAG|v_clade INT|v_clade CHR|all
scaffold_455_(dbseq-nr_454)_[33883,38261]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|oryco RNaseH|sire
scaffold_455_(dbseq-nr_454)_[62484,68634]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_457_(dbseq-nr_456)_[6054,11256]	LTR	Copia	retrofit	no	+	AP|retrofit INT|retrofit RT|copia RNaseH|copia
scaffold_458_(dbseq-nr_457)_[19,5625]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade
scaffold_45_(dbseq-nr_44)_[105543,113786]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_45_(dbseq-nr_44)_[115626,123358]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_45_(dbseq-nr_44)_[124185,132762]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_45_(dbseq-nr_44)_[132774,138890]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_45_(dbseq-nr_44)_[144746,149948]	LTR	Copia	mixture	no	+	INT|oryco RT|sire RNaseH|tork
scaffold_45_(dbseq-nr_44)_[20339,26689]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_45_(dbseq-nr_44)_[230734,236798]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|retrofit RT|copia RNaseH|tork
scaffold_45_(dbseq-nr_44)_[476843,482473]	LTR	Copia	copia	no	+	AP|copia INT|tork RT|copia RNaseH|sire
scaffold_45_(dbseq-nr_44)_[64996,72600]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_45_(dbseq-nr_44)_[715458,724658]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|17_6 INT|gmr1
scaffold_45_(dbseq-nr_44)_[728041,736835]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|del INT|gmr1
scaffold_45_(dbseq-nr_44)_[80614,87527]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|del INT|gmr1
scaffold_45_(dbseq-nr_44)_[92525,99424]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_460_(dbseq-nr_459)_[11140,18075]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_460_(dbseq-nr_459)_[18303,26009]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_460_(dbseq-nr_459)_[26994,36013]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|17_6 INT|gmr1
scaffold_460_(dbseq-nr_459)_[36805,45127]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_460_(dbseq-nr_459)_[52008,60032]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_461_(dbseq-nr_460)_[40733,45812]	LTR	Gypsy	cer2-3	no	+	RNaseH|cer2-3
scaffold_461_(dbseq-nr_460)_[64637,72259]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|pyret INT|v_clade
scaffold_463_(dbseq-nr_462)_[12606,20439]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_463_(dbseq-nr_462)_[57286,72896]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_464_(dbseq-nr_463)_[33807,41079]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_464_(dbseq-nr_463)_[54975,61517]	LTR	Copia	copia	no	+	AP|copia INT|copia RT|sire RNaseH|sire
scaffold_464_(dbseq-nr_463)_[9016,14298]	LTR	Copia	mixture	no	-	INT|copia RT|oryco RNaseH|sire
scaffold_466_(dbseq-nr_465)_[58809,65608]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_467_(dbseq-nr_466)_[48500,53754]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|tork RT|1731 RNaseH|codi_d
